ID,Display Name,Category,Sub-Category,Primary Link,Secondary Link,Author Name,Author Link,Active,Date Added,Last Modified,Last Checked,License,Description,Removed From Origin,Stale,Repo Created,Latest Release,Release Version,Release Source
claude-2a18266c,LangGraphJS,CLAUDE.md Files,Language-Specific,https://github.com/langchain-ai/langgraphjs/blob/main/CLAUDE.md,,langchain-ai,https://github.com/langchain-ai,TRUE,2025-07-29,2026-02-26:00-28-56,2026-02-14:19-13-18,MIT,"Offers comprehensive build and test commands with detailed TypeScript style guidelines, layered library architecture, and monorepo structure using yarn workspaces.",FALSE,FALSE,2024-01-09:17-40-46,2026-02-19:22-39-11,@langchain/langgraph-checkpoint-postgres@1.0.1,github-releases
claude-38b6b458,Metabase,CLAUDE.md Files,Language-Specific,https://github.com/metabase/metabase/blob/master/CLAUDE.md,,metabase,https://github.com/metabase,FALSE,2025-07-29,2026-02-10:08-41-53,2026-02-14:19-13-20,NOASSERTION,"Details workflow for REPL-driven development in Clojure/ClojureScript with emphasis on incremental development, testing, and step-by-step approach for feature implementation.",FALSE,FALSE,2015-02-02:19-28-24,2026-02-12:18-10-56,v0.58.6,github-releases
claude-8ff859d0,SG Cars Trends Backend,CLAUDE.md Files,Language-Specific,https://github.com/sgcarstrends/backend/blob/main/CLAUDE.md,,sgcarstrends,https://github.com/sgcarstrends,TRUE,2025-07-29,2026-02-23:17-55-53,2026-02-14:19-13-23,MIT,"Provides comprehensive structure for TypeScript monorepo projects with detailed commands for development, testing, deployment, and AWS/Cloudflare integration.",FALSE,FALSE,2023-10-29:20-23-43,2026-02-23:17-55-56,v4.61.3,github-releases
claude-28de7758,SPy,CLAUDE.md Files,Language-Specific,https://github.com/spylang/spy/blob/main/CLAUDE.md,,spylang,https://github.com/spylang,TRUE,2025-07-29,2026-02-25:15-59-16,2026-02-14:19-13-25,MIT,"Enforces strict coding conventions with comprehensive testing guidelines, multiple code compilation options, and backend-specific test decorators for targeted filtering.",FALSE,FALSE,2023-05-19:14-23-13,2026-01-08:16-43-33,v0.0.0,github-releases
claude-724817c4,TPL,CLAUDE.md Files,Language-Specific,https://github.com/KarpelesLab/tpl/blob/master/CLAUDE.md,,KarpelesLab,https://github.com/KarpelesLab,TRUE,2025-07-29,2026-01-18:06-24-26,2026-02-14:19-13-27,MIT,"Details Go project conventions with comprehensive error handling recommendations, table-driven testing approach guidelines, and modernization suggestions for latest Go features.",FALSE,TRUE,2020-01-17:17-16-35,,,
claude-6348c9dd,AVS Vibe Developer Guide,CLAUDE.md Files,Domain-Specific,https://github.com/Layr-Labs/avs-vibe-developer-guide/blob/master/CLAUDE.md,,Layr-Labs,https://github.com/Layr-Labs,FALSE,2025-07-29,2025-04-09:18-03-54,2026-02-14:19-13-29,MIT,Structures AI-assisted EigenLayer AVS development workflow with consistent naming conventions for prompt files and established terminology standards for blockchain concepts.,FALSE,TRUE,2025-04-09:00-10-34,,,
claude-d8f940fa,Comm,CLAUDE.md Files,Domain-Specific,https://github.com/CommE2E/comm/blob/master/CLAUDE.md,,CommE2E,https://github.com/CommE2E,TRUE,2025-07-29,2026-02-15:06-37-07,2026-02-14:19-13-32,BSD-3-Clause,"Serves as a development reference for E2E-encrypted messaging applications with code organization architecture, security implementation details, and testing procedures.",FALSE,TRUE,2015-12-02:05-12-05,2026-01-22:17-42-30,mobile-v1.0.562,github-releases
claude-d0e5c826,Course Builder,CLAUDE.md Files,Domain-Specific,https://github.com/badass-courses/course-builder/blob/main/CLAUDE.md,,badass-courses,https://github.com/badass-courses,TRUE,2025-07-29,2026-02-25:16-02-43,2026-02-14:19-13-34,MIT,Enables real-time multiplayer capabilities for collaborative course creation with diverse tech stack integration and monorepo architecture using Turborepo.,FALSE,FALSE,2023-11-05:17-37-04,2026-02-25:01-44-16,aihero-cli-v0.1.0,github-releases
claude-3b207e6e,Cursor Tools,CLAUDE.md Files,Domain-Specific,https://github.com/eastlondoner/cursor-tools/blob/main/CLAUDE.md,,eastlondoner,https://github.com/eastlondoner,FALSE,2025-07-29,2025-08-22:08-32-22,2026-02-14:19-13-36,MIT,"Creates a versatile AI command interface supporting multiple providers and models with flexible command options and browser automation through ""Stagehand"" feature.",FALSE,TRUE,2025-01-13:15-05-28,,,
claude-0ce42e78,Guitar,CLAUDE.md Files,Domain-Specific,https://github.com/soramimi/Guitar/blob/master/CLAUDE.md,,soramimi,https://github.com/soramimi,TRUE,2025-07-29,2026-02-25:16-42-58,2026-02-14:19-13-38,GPL-2.0,"Serves as development guide for Guitar Git GUI Client with build commands for various platforms, code style guidelines for contributing, and project structure explanation.",FALSE,TRUE,2016-12-23:16-20-14,2025-11-01:02-46-41,v1.3.1,github-releases
claude-4a956e32,Network Chronicles,CLAUDE.md Files,Domain-Specific,https://github.com/Fimeg/NetworkChronicles/blob/legacy-v1/CLAUDE.md,,Fimeg,https://github.com/Fimeg,TRUE,2025-07-29,2025-08-08:20-07-58,2026-02-14:19-13-42,MIT,"Presents detailed implementation plan for AI-driven game characters with technical specifications for LLM integration, character guidelines, and service discovery mechanics.",FALSE,TRUE,2025-03-05:16-05-30,,,
claude-d97bf254,Note Companion,CLAUDE.md Files,Domain-Specific,https://github.com/different-ai/note-companion/blob/master/CLAUDE.md,,different-ai,https://github.com/different-ai,FALSE,2025-07-29,2025-03-11:08-16-20,2026-02-14:19-13-43,MIT,Provides detailed styling isolation techniques for Obsidian plugins using Tailwind with custom prefix to prevent style conflicts and practical troubleshooting steps.,FALSE,,2023-09-10:20-33-22,,,
claude-5479b4e8,Pareto Mac,CLAUDE.md Files,Domain-Specific,https://github.com/ParetoSecurity/pareto-mac/blob/main/CLAUDE.md,,ParetoSecurity,https://github.com/ParetoSecurity,TRUE,2025-07-29,2026-02-17:17-54-04,2026-02-14:19-13-45,GPL-3.0,"Serves as development guide for Mac security audit tool with build instructions, contribution guidelines, testing procedures, and workflow documentation.",FALSE,FALSE,2021-07-12:19-50-40,2026-01-14:08-09-20,1.21.0,github-releases
claude-1d359140,pre-commit-hooks,CLAUDE.md Files,Domain-Specific,https://github.com/aRustyDev/pre-commit-hooks,,aRustyDev,https://github.com/aRustyDev,TRUE,2026-02-07:02-15-05,2025-11-24:05-32-40,2026-02-14:19-13-47,AGPL-3.0,"This repository is about pre-commit-hooks in general, but the `CLAUDE.md` and related `.claude/` documentation is exemplary. Thorough but not verbose. Unlike a lot of `CLAUDE.md`  files, it doesn't primarily consist in shouting at Claude in all-caps. Great learning resource. Also, hooks.",FALSE,FALSE,2024-07-21:21-44-30,2025-07-08:04-22-32,v0.3.0,github-releases
claude-2659fc4a,SteadyStart,CLAUDE.md Files,Domain-Specific,https://github.com/steadycursor/steadystart/blob/main/CLAUDE.md,,steadycursor,https://github.com/steadycursor,TRUE,2025-07-29,2025-08-03:20-24-42,2026-02-14:19-13-49,NOT_FOUND,"Clear and direct instructives about style, permissions, Claude's ""role"", communications, and documentation of Claude Code sessions for other team members to stay abreast.",FALSE,TRUE,2024-05-14:22-13-33,,,
claude-14f59511,Basic Memory,CLAUDE.md Files,Project Scaffolding & MCP,https://github.com/basicmachines-co/basic-memory/blob/main/CLAUDE.md,,basicmachines-co,https://github.com/basicmachines-co,TRUE,2025-07-29,2026-02-26:00-01-59,2026-02-14:19-13-51,AGPL-3.0,Presents an innovative AI-human collaboration framework with Model Context Protocol for bidirectional LLM-markdown communication and flexible knowledge structure for complex projects.,FALSE,FALSE,2024-12-02:22-40-44,2026-02-20:18-43-57,v0.18.5,github-releases
claude-65aa541a,claude-code-mcp-enhanced,CLAUDE.md Files,Project Scaffolding & MCP,https://github.com/grahama1970/claude-code-mcp-enhanced/blob/main/CLAUDE.md,,grahama1970,https://github.com/grahama1970,TRUE,2025-07-29,2025-05-16:16-57-57,2026-02-14:19-13-53,MIT,"Provides detailed and emphatic instructions for Claude to follow as a coding agent, with testing guidance, code examples, and compliance checks.",FALSE,TRUE,2025-05-15:22-30-08,,,
claude-36517eea,MCP Engine,CLAUDE.md Files,Project Scaffolding & MCP,https://github.com/featureform/mcp-engine/blob/main/CLAUDE.md,,featureform,https://github.com/featureform,FALSE,,,2026-02-14:19-13-54,Apache-2.0,"Enforces strict package management with comprehensive type checking rules, explicit PR description guidelines, and systematic approach to resolving CI failures.",FALSE,,2025-05-29:01-31-49,,,
claude-4a53c9e8,Perplexity MCP,CLAUDE.md Files,Project Scaffolding & MCP,https://github.com/Family-IT-Guy/perplexity-mcp/blob/main/CLAUDE.md,,Family-IT-Guy,https://github.com/Family-IT-Guy,FALSE,2025-07-29,2025-03-20:04-04-46,2026-02-14:19-13-54,ISC,"Offers clear step-by-step installation instructions with multiple configuration options, detailed troubleshooting guidance, and concise architecture overview of the MCP protocol.",FALSE,TRUE,2025-03-20:04-04-46,,,
client-5cae6333,Claudable,Alternative Clients,General,https://github.com/opactorai/Claudable,,Ethan Park,https://www.linkedin.com/in/seongil-park/,TRUE,2025-11-01:06-11-51,2025-12-04:09-10-52,2026-02-14:19-13-56,MIT,"Claudable is an open-source web builder that leverages local CLI agents, such as Claude Code and Cursor Agent, to build and deploy products effortlessly.",FALSE,FALSE,2025-08-20:23-21-13,2025-08-30:21-23-05,v1.0.0,github-releases
tool-1c31f36c,crystal,Alternative Clients,General,https://github.com/stravu/crystal,,stravu,https://github.com/stravu,TRUE,2025-07-29,2025-12-19:16-19-25,2026-02-14:19-10-18,MIT,"A full-fledged desktop application for orchestrating, monitoring, and interacting with Claude Code agents.",FALSE,FALSE,2025-06-12:15-54-26,2025-12-19:16-20-39,v0.3.4,github-releases
client-b6c9db9e,Omnara,Alternative Clients,General,https://github.com/omnara-ai/omnara,https://omnara.com,Ishaan Sehgal,https://github.com/ishaansehgal99,FALSE,2025-11-01:06-18-53,2025-12-27:20-48-56,2026-02-14:19-13-58,Apache-2.0,"A command center for AI agents that syncs Claude Code sessions across terminal, web, and mobile. Allows for remote monitoring, human-in-the-loop interaction, and team collaboration.",FALSE,FALSE,2025-07-09:02-17-44,2025-11-09:08-02-17,v1.7.0,github-releases
doc-93f22142,Anthropic Documentation,Official Documentation,General,https://docs.claude.com/en/home,,Anthropic,https://github.com/anthropics,TRUE,,,2026-02-14:19-13-59,&copy;,"The official documentation for Claude Code, including installation instructions, usage guidelines, API references, tutorials, examples, loads of information that I won't list individually. Like Claude Code, the documentation is frequently updated.",FALSE,,,,,
doc-b71240b4,Anthropic Quickstarts,Official Documentation,General,https://github.com/anthropics/claude-quickstarts,,Anthropic,https://github.com/anthropics,TRUE,2025-07-29,2026-02-05:20-47-08,2026-02-14:19-14-01,MIT,"Offers comprehensive development guides for three distinct AI-powered demo projects with standardized workflows, strict code style guidelines, and containerization instructions.",FALSE,FALSE,2024-09-03:06-33-15,,,
doc-9703ea36,Claude Code GitHub Actions,Official Documentation,General,https://github.com/anthropics/claude-code-action/tree/main/examples,,Anthropic,https://github.com/anthropics,TRUE,2025-07-29,2026-02-26:01-05-07,2026-02-14:19-14-03,MIT,Official GitHub Actions integration for Claude Code with examples and documentation for automating AI-powered workflows in CI/CD pipelines.,FALSE,FALSE,2025-05-19:15-32-32,2025-08-26:17-01-10,v1,github-releases
output-447d1481,Awesome Claude Code Output Styles (That I Really Like),Output Styles,General,https://github.com/hesreallyhim/awesome-claude-code-output-styles-that-i-really-like,,Really Him,https://github.com/hesreallyhim/,TRUE,2025-11-21:21-57-16,2025-11-21:22-36-37,2026-02-14:19-14-05,MIT,A fun and moderately amusing collection of experimental output styles.,FALSE,FALSE,2025-11-21:17-25-13,,,
output-2d98cb4f,ccoutputstyles,Output Styles,General,https://github.com/viveknair/ccoutputstyles,,Vivek Nair,https://github.com/viveknair,TRUE,2025-09-21:13-11-39,2025-09-02:19-09-24,2026-02-14:19-14-07,MIT,CLI tool and template gallery for customizing Claude Code output styles with pre-built templates. Features over 15 templates at the time of writing!,FALSE,TRUE,2025-08-22:16-22-49,,,
output-ca5630d6,Claude Code Output Styles - Debugging,Output Styles,General,https://github.com/JamieM0/claude-output-styles,,Jamie Matthews,https://github.com/JamieM0,TRUE,2025-12-06:18-14-46,2025-09-18:18-14-32,2026-02-14:19-14-09,MIT,"A small set of well-written output styles, specifically focused on debugging - root cause analysis, systematic, methodical debugging, encouraging a more careful approach to bug-squashing from Claude Code.",FALSE,TRUE,2025-09-18:16-55-27,,,
output-ade86de0,Gen-Alpha Slang,Output Styles,General,https://github.com/sjnims/gen-alpha-output-style,,Steve Nims,https://github.com/sjnims,TRUE,2025-11-25:08-16-31,2026-01-12:22-39-03,2026-02-14:19-14-11,MIT,"This is really... different. I don't know what to say about this one. It does what it says on the tin. You might find it funny, you might want throw up. I'll just say candidly this is included strictly for its potentially comedic awesomeness.",FALSE,FALSE,2025-11-25:02-46-08,,,
